date_id,full_date,day,month,month_name,quarter,year,weekday
563,2015-07-13,13,7,July,3,2015,Monday
564,2014-02-02,2,2,February,1,2014,Sunday
565,2015-01-30,30,1,January,1,2015,Friday
566,2017-09-08,8,9,September,3,2017,Friday
567,2017-10-07,7,10,October,4,2017,Saturday
568,2016-04-30,30,4,April,2,2016,Saturday
569,2017-04-29,29,4,April,2,2017,Saturday
570,2016-02-07,7,2,February,1,2016,Sunday
571,2017-07-29,29,7,July,3,2017,Saturday
572,2014-06-06,6,6,June,2,2014,Friday
573,2016-08-13,13,8,August,3,2016,Saturday
574,2014-04-25,25,4,April,2,2014,Friday
575,2017-12-02,2,12,December,4,2017,Saturday
576,2015-12-08,8,12,December,4,2015,Tuesday
577,2014-01-05,5,1,January,1,2014,Sunday
578,2015-09-05,5,9,September,3,2015,Saturday
579,2016-08-04,4,8,August,3,2016,Thursday
580,2014-03-22,22,3,March,1,2014,Saturday
581,2017-03-02,2,3,March,1,2017,Thursday
582,2016-11-27,27,11,November,4,2016,Sunday
583,2014-04-28,28,4,April,2,2014,Monday
584,2016-11-11,11,11,November,4,2016,Friday
585,2015-07-09,9,7,July,3,2015,Thursday
586,2017-09-22,22,9,September,3,2017,Friday
587,2015-02-15,15,2,February,1,2015,Sunday
588,2014-09-30,30,9,September,3,2014,Tuesday
589,2014-12-01,1,12,December,4,2014,Monday
590,2014-12-08,8,12,December,4,2014,Monday
591,2016-08-08,8,8,August,3,2016,Monday
592,2016-12-25,25,12,December,4,2016,Sunday
593,2016-02-11,11,2,February,1,2016,Thursday
594,2015-06-04,4,6,June,2,2015,Thursday
595,2014-05-25,25,5,May,2,2014,Sunday
596,2016-02-16,16,2,February,1,2016,Tuesday
597,2016-12-22,22,12,December,4,2016,Thursday
598,2016-02-08,8,2,February,1,2016,Monday
599,2014-05-18,18,5,May,2,2014,Sunday
600,2015-11-05,5,11,November,4,2015,Thursday
601,2017-02-19,19,2,February,1,2017,Sunday
602,2014-08-01,1,8,August,3,2014,Friday
603,2017-01-12,12,1,January,1,2017,Thursday
604,2015-07-20,20,7,July,3,2015,Monday
605,2014-06-13,13,6,June,2,2014,Friday
606,2017-05-12,12,5,May,2,2017,Friday
607,2017-03-26,26,3,March,1,2017,Sunday
608,2014-11-12,12,11,November,4,2014,Wednesday
609,2015-06-25,25,6,June,2,2015,Thursday
610,2014-07-21,21,7,July,3,2014,Monday
611,2017-11-21,21,11,November,4,2017,Tuesday
612,2014-06-04,4,6,June,2,2014,Wednesday
613,2016-03-10,10,3,March,1,2016,Thursday
614,2017-03-25,25,3,March,1,2017,Saturday
615,2017-12-29,29,12,December,4,2017,Friday
616,2017-03-28,28,3,March,1,2017,Tuesday
617,2015-03-05,5,3,March,1,2015,Thursday
618,2017-01-19,19,1,January,1,2017,Thursday
619,2014-10-21,21,10,October,4,2014,Tuesday
620,2014-03-14,14,3,March,1,2014,Friday
621,2015-12-31,31,12,December,4,2015,Thursday
622,2017-10-03,3,10,October,4,2017,Tuesday
623,2016-06-29,29,6,June,2,2016,Wednesday
624,2016-08-20,20,8,August,3,2016,Saturday
625,2016-05-17,17,5,May,2,2016,Tuesday
626,2016-11-15,15,11,November,4,2016,Tuesday
627,2014-01-15,15,1,January,1,2014,Wednesday
628,2015-11-08,8,11,November,4,2015,Sunday
629,2015-10-30,30,10,October,4,2015,Friday
630,2017-08-17,17,8,August,3,2017,Thursday
631,2016-07-08,8,7,July,3,2016,Friday
632,2017-03-09,9,3,March,1,2017,Thursday
633,2016-06-09,9,6,June,2,2016,Thursday
634,2017-03-16,16,3,March,1,2017,Thursday
635,2017-08-06,6,8,August,3,2017,Sunday
636,2017-08-29,29,8,August,3,2017,Tuesday
637,2017-05-06,6,5,May,2,2017,Saturday
638,2014-12-14,14,12,December,4,2014,Sunday
639,2014-10-18,18,10,October,4,2014,Saturday
640,2015-12-14,14,12,December,4,2015,Monday
641,2014-12-03,3,12,December,4,2014,Wednesday
642,2014-11-25,25,11,November,4,2014,Tuesday
643,2017-02-24,24,2,February,1,2017,Friday
644,2017-06-25,25,6,June,2,2017,Sunday
645,2014-02-06,6,2,February,1,2014,Thursday
646,2017-04-11,11,4,April,2,2017,Tuesday
647,2017-08-03,3,8,August,3,2017,Thursday
648,2014-11-15,15,11,November,4,2014,Saturday
649,2017-08-20,20,8,August,3,2017,Sunday
650,2015-03-13,13,3,March,1,2015,Friday
651,2015-11-26,26,11,November,4,2015,Thursday
652,2015-01-23,23,1,January,1,2015,Friday
653,2015-06-18,18,6,June,2,2015,Thursday
654,2015-10-02,2,10,October,4,2015,Friday
655,2014-08-17,17,8,August,3,2014,Sunday
656,2015-07-11,11,7,July,3,2015,Saturday
657,2014-10-31,31,10,October,4,2014,Friday
658,2015-04-13,13,4,April,2,2015,Monday
659,2016-07-21,21,7,July,3,2016,Thursday
660,2017-11-07,7,11,November,4,2017,Tuesday
661,2017-02-23,23,2,February,1,2017,Thursday
662,2016-06-23,23,6,June,2,2016,Thursday
663,2015-10-26,26,10,October,4,2015,Monday
664,2017-07-15,15,7,July,3,2017,Saturday
665,2014-11-17,17,11,November,4,2014,Monday
666,2015-11-25,25,11,November,4,2015,Wednesday
667,2016-05-15,15,5,May,2,2016,Sunday
668,2014-07-18,18,7,July,3,2014,Friday
669,2017-03-24,24,3,March,1,2017,Friday
670,2017-04-13,13,4,April,2,2017,Thursday
671,2014-06-23,23,6,June,2,2014,Monday
672,2014-05-20,20,5,May,2,2014,Tuesday
673,2015-11-30,30,11,November,4,2015,Monday
674,2017-11-16,16,11,November,4,2017,Thursday
675,2016-06-25,25,6,June,2,2016,Saturday
676,2016-05-14,14,5,May,2,2016,Saturday
677,2016-01-07,7,1,January,1,2016,Thursday
678,2017-03-13,13,3,March,1,2017,Monday
679,2017-01-27,27,1,January,1,2017,Friday
680,2016-07-30,30,7,July,3,2016,Saturday
681,2016-10-15,15,10,October,4,2016,Saturday
682,2016-05-07,7,5,May,2,2016,Saturday
683,2017-08-10,10,8,August,3,2017,Thursday
684,2014-11-28,28,11,November,4,2014,Friday
685,2015-09-06,6,9,September,3,2015,Sunday
686,2015-06-29,29,6,June,2,2015,Monday
687,2014-07-14,14,7,July,3,2014,Monday
688,2014-11-14,14,11,November,4,2014,Friday
689,2017-07-28,28,7,July,3,2017,Friday
690,2017-07-31,31,7,July,3,2017,Monday
691,2016-03-19,19,3,March,1,2016,Saturday
692,2014-03-31,31,3,March,1,2014,Monday
693,2016-07-15,15,7,July,3,2016,Friday
694,2017-04-20,20,4,April,2,2017,Thursday
695,2015-09-28,28,9,September,3,2015,Monday
696,2017-02-06,6,2,February,1,2017,Monday
697,2016-11-14,14,11,November,4,2016,Monday
698,2017-09-17,17,9,September,3,2017,Sunday
699,2017-12-20,20,12,December,4,2017,Wednesday
700,2015-03-06,6,3,March,1,2015,Friday
701,2014-06-27,27,6,June,2,2014,Friday
702,2017-11-17,17,11,November,4,2017,Friday
703,2017-06-01,1,6,June,2,2017,Thursday
704,2017-01-08,8,1,January,1,2017,Sunday
705,2015-04-20,20,4,April,2,2015,Monday
706,2015-08-06,6,8,August,3,2015,Thursday
707,2015-12-23,23,12,December,4,2015,Wednesday
708,2015-12-25,25,12,December,4,2015,Friday
709,2017-03-21,21,3,March,1,2017,Tuesday
710,2014-08-23,23,8,August,3,2014,Saturday
711,2014-08-19,19,8,August,3,2014,Tuesday
712,2014-07-26,26,7,July,3,2014,Saturday
713,2016-02-22,22,2,February,1,2016,Monday
714,2016-09-23,23,9,September,3,2016,Friday
715,2017-01-24,24,1,January,1,2017,Tuesday
716,2016-05-06,6,5,May,2,2016,Friday
717,2016-03-17,17,3,March,1,2016,Thursday
718,2015-11-14,14,11,November,4,2015,Saturday
719,2017-08-14,14,8,August,3,2017,Monday
720,2017-04-01,1,4,April,2,2017,Saturday
721,2016-09-27,27,9,September,3,2016,Tuesday
722,2017-03-23,23,3,March,1,2017,Thursday
723,2015-06-07,7,6,June,2,2015,Sunday
724,2016-12-29,29,12,December,4,2016,Thursday
725,2016-04-18,18,4,April,2,2016,Monday
726,2016-06-11,11,6,June,2,2016,Saturday
727,2017-05-13,13,5,May,2,2017,Saturday
728,2014-03-25,25,3,March,1,2014,Tuesday
729,2014-11-18,18,11,November,4,2014,Tuesday
730,2017-07-17,17,7,July,3,2017,Monday
731,2016-05-22,22,5,May,2,2016,Sunday
732,2016-10-31,31,10,October,4,2016,Monday
733,2016-11-05,5,11,November,4,2016,Saturday
734,2017-08-15,15,8,August,3,2017,Tuesday
735,2017-12-03,3,12,December,4,2017,Sunday
736,2017-08-28,28,8,August,3,2017,Monday
737,2014-12-13,13,12,December,4,2014,Saturday
738,2014-06-16,16,6,June,2,2014,Monday
739,2017-06-22,22,6,June,2,2017,Thursday
740,2014-07-25,25,7,July,3,2014,Friday
741,2015-07-02,2,7,July,3,2015,Thursday
742,2016-11-18,18,11,November,4,2016,Friday
743,2014-09-05,5,9,September,3,2014,Friday
744,2017-05-02,2,5,May,2,2017,Tuesday
745,2015-04-06,6,4,April,2,2015,Monday
746,2014-10-24,24,10,October,4,2014,Friday
747,2015-01-27,27,1,January,1,2015,Tuesday
748,2015-07-16,16,7,July,3,2015,Thursday
749,2015-08-16,16,8,August,3,2015,Sunday
750,2016-09-14,14,9,September,3,2016,Wednesday
751,2016-10-08,8,10,October,4,2016,Saturday
752,2015-03-17,17,3,March,1,2015,Tuesday
753,2017-11-01,1,11,November,4,2017,Wednesday
754,2017-12-27,27,12,December,4,2017,Wednesday
755,2014-11-22,22,11,November,4,2014,Saturday
756,2014-01-26,26,1,January,1,2014,Sunday
757,2017-04-23,23,4,April,2,2017,Sunday
758,2014-12-16,16,12,December,4,2014,Tuesday
759,2016-03-04,4,3,March,1,2016,Friday
760,2014-04-26,26,4,April,2,2014,Saturday
761,2017-10-22,22,10,October,4,2017,Sunday
762,2015-07-05,5,7,July,3,2015,Sunday
763,2015-08-15,15,8,August,3,2015,Saturday
764,2015-02-20,20,2,February,1,2015,Friday
765,2016-04-17,17,4,April,2,2016,Sunday
766,2016-08-16,16,8,August,3,2016,Tuesday
767,2016-05-01,1,5,May,2,2016,Sunday
768,2015-08-25,25,8,August,3,2015,Tuesday
769,2015-11-12,12,11,November,4,2015,Thursday
770,2017-12-04,4,12,December,4,2017,Monday
771,2016-08-28,28,8,August,3,2016,Sunday
772,2014-10-15,15,10,October,4,2014,Wednesday
773,2014-03-18,18,3,March,1,2014,Tuesday
774,2014-05-24,24,5,May,2,2014,Saturday
775,2014-12-04,4,12,December,4,2014,Thursday
776,2017-08-26,26,8,August,3,2017,Saturday
777,2014-12-06,6,12,December,4,2014,Saturday
778,2014-10-04,4,10,October,4,2014,Saturday
779,2017-02-13,13,2,February,1,2017,Monday
780,2014-07-02,2,7,July,3,2014,Wednesday
781,2015-02-21,21,2,February,1,2015,Saturday
782,2016-02-25,25,2,February,1,2016,Thursday
783,2015-06-20,20,6,June,2,2015,Saturday
784,2017-08-07,7,8,August,3,2017,Monday
785,2015-12-04,4,12,December,4,2015,Friday
786,2014-06-08,8,6,June,2,2014,Sunday
787,2015-04-17,17,4,April,2,2015,Friday
788,2017-01-15,15,1,January,1,2017,Sunday
789,2015-04-02,2,4,April,2,2015,Thursday
790,2015-07-17,17,7,July,3,2015,Friday
791,2016-10-09,9,10,October,4,2016,Sunday
792,2014-04-12,12,4,April,2,2014,Saturday
793,2016-10-25,25,10,October,4,2016,Tuesday
794,2015-05-12,12,5,May,2,2015,Tuesday
795,2014-09-25,25,9,September,3,2014,Thursday
796,2017-01-26,26,1,January,1,2017,Thursday
797,2017-05-18,18,5,May,2,2017,Thursday
798,2016-12-27,27,12,December,4,2016,Tuesday
799,2017-04-08,8,4,April,2,2017,Saturday
800,2016-06-02,2,6,June,2,2016,Thursday
801,2017-07-25,25,7,July,3,2017,Tuesday
802,2017-08-12,12,8,August,3,2017,Saturday
803,2017-08-13,13,8,August,3,2017,Sunday
804,2016-01-21,21,1,January,1,2016,Thursday
805,2016-01-15,15,1,January,1,2016,Friday
806,2014-02-21,21,2,February,1,2014,Friday
807,2016-01-30,30,1,January,1,2016,Saturday
808,2016-10-18,18,10,October,4,2016,Tuesday
809,2017-11-02,2,11,November,4,2017,Thursday
810,2014-03-30,30,3,March,1,2014,Sunday
811,2016-01-04,4,1,January,1,2016,Monday
812,2015-09-12,12,9,September,3,2015,Saturday
813,2016-06-27,27,6,June,2,2016,Monday
814,2016-11-23,23,11,November,4,2016,Wednesday
815,2014-09-02,2,9,September,3,2014,Tuesday
816,2017-07-10,10,7,July,3,2017,Monday
817,2015-08-08,8,8,August,3,2015,Saturday
818,2017-12-14,14,12,December,4,2017,Thursday
819,2017-06-27,27,6,June,2,2017,Tuesday
820,2017-12-16,16,12,December,4,2017,Saturday
821,2015-05-07,7,5,May,2,2015,Thursday
822,2015-06-12,12,6,June,2,2015,Friday
823,2016-05-25,25,5,May,2,2016,Wednesday
824,2016-02-21,21,2,February,1,2016,Sunday
825,2016-10-02,2,10,October,4,2016,Sunday
826,2017-03-11,11,3,March,1,2017,Saturday
827,2014-05-17,17,5,May,2,2014,Saturday
828,2017-04-17,17,4,April,2,2017,Monday
829,2016-08-23,23,8,August,3,2016,Tuesday
830,2014-08-24,24,8,August,3,2014,Sunday
831,2016-03-24,24,3,March,1,2016,Thursday
832,2016-11-21,21,11,November,4,2016,Monday
833,2015-06-11,11,6,June,2,2015,Thursday
834,2017-10-06,6,10,October,4,2017,Friday
835,2015-08-28,28,8,August,3,2015,Friday
836,2016-01-03,3,1,January,1,2016,Sunday
837,2014-07-20,20,7,July,3,2014,Sunday
838,2017-05-27,27,5,May,2,2017,Saturday
839,2014-01-28,28,1,January,1,2014,Tuesday
840,2017-02-09,9,2,February,1,2017,Thursday
841,2016-03-03,3,3,March,1,2016,Thursday
842,2015-08-23,23,8,August,3,2015,Sunday
843,2017-04-27,27,4,April,2,2017,Thursday
844,2016-06-07,7,6,June,2,2016,Tuesday
845,2016-03-21,21,3,March,1,2016,Monday
846,2014-11-07,7,11,November,4,2014,Friday
847,2017-03-12,12,3,March,1,2017,Sunday
848,2017-07-22,22,7,July,3,2017,Saturday
849,2015-07-10,10,7,July,3,2015,Friday
850,2014-11-10,10,11,November,4,2014,Monday
851,2016-01-09,9,1,January,1,2016,Saturday
852,2014-12-23,23,12,December,4,2014,Tuesday
853,2014-10-02,2,10,October,4,2014,Thursday
854,2017-09-01,1,9,September,3,2017,Friday
855,2016-02-01,1,2,February,1,2016,Monday
856,2017-10-27,27,10,October,4,2017,Friday
857,2014-10-11,11,10,October,4,2014,Saturday
858,2014-05-22,22,5,May,2,2014,Thursday
859,2014-07-15,15,7,July,3,2014,Tuesday
860,2016-10-30,30,10,October,4,2016,Sunday
861,2014-08-15,15,8,August,3,2014,Friday
862,2015-09-11,11,9,September,3,2015,Friday
863,2015-07-23,23,7,July,3,2015,Thursday
864,2015-08-13,13,8,August,3,2015,Thursday
865,2016-08-17,17,8,August,3,2016,Wednesday
866,2014-09-23,23,9,September,3,2014,Tuesday
867,2014-07-19,19,7,July,3,2014,Saturday
868,2014-01-31,31,1,January,1,2014,Friday
869,2014-07-09,9,7,July,3,2014,Wednesday
870,2016-03-25,25,3,March,1,2016,Friday
871,2017-07-01,1,7,July,3,2017,Saturday
872,2014-11-21,21,11,November,4,2014,Friday
873,2015-10-17,17,10,October,4,2015,Saturday
874,2016-09-20,20,9,September,3,2016,Tuesday
875,2015-09-27,27,9,September,3,2015,Sunday
876,2016-07-29,29,7,July,3,2016,Friday
877,2016-08-06,6,8,August,3,2016,Saturday
878,2016-10-07,7,10,October,4,2016,Friday
879,2014-03-16,16,3,March,1,2014,Sunday
880,2015-03-01,1,3,March,1,2015,Sunday
881,2016-02-20,20,2,February,1,2016,Saturday
882,2016-11-25,25,11,November,4,2016,Friday
883,2016-12-14,14,12,December,4,2016,Wednesday
884,2014-08-31,31,8,August,3,2014,Sunday
885,2014-04-07,7,4,April,2,2014,Monday
886,2016-11-30,30,11,November,4,2016,Wednesday
887,2014-06-20,20,6,June,2,2014,Friday
888,2016-12-20,20,12,December,4,2016,Tuesday
889,2016-08-09,9,8,August,3,2016,Tuesday
890,2015-04-10,10,4,April,2,2015,Friday
891,2016-06-24,24,6,June,2,2016,Friday
892,2014-04-18,18,4,April,2,2014,Friday
893,2016-03-29,29,3,March,1,2016,Tuesday
894,2014-03-23,23,3,March,1,2014,Sunday
895,2016-07-03,3,7,July,3,2016,Sunday
896,2015-12-10,10,12,December,4,2015,Thursday
897,2016-11-29,29,11,November,4,2016,Tuesday
898,2016-09-22,22,9,September,3,2016,Thursday
899,2017-05-03,3,5,May,2,2017,Wednesday
900,2015-03-12,12,3,March,1,2015,Thursday
901,2016-06-13,13,6,June,2,2016,Monday
902,2015-12-05,5,12,December,4,2015,Saturday
903,2015-11-19,19,11,November,4,2015,Thursday
904,2017-11-22,22,11,November,4,2017,Wednesday
905,2017-03-06,6,3,March,1,2017,Monday
906,2016-02-29,29,2,February,1,2016,Monday
907,2017-02-25,25,2,February,1,2017,Saturday
908,2016-12-17,17,12,December,4,2016,Saturday
909,2014-08-06,6,8,August,3,2014,Wednesday
910,2014-04-11,11,4,April,2,2014,Friday
911,2015-05-03,3,5,May,2,2015,Sunday
912,2017-02-16,16,2,February,1,2017,Thursday
913,2014-11-16,16,11,November,4,2014,Sunday
914,2016-09-04,4,9,September,3,2016,Sunday
915,2015-02-27,27,2,February,1,2015,Friday
916,2014-01-27,27,1,January,1,2014,Monday
917,2017-03-05,5,3,March,1,2017,Sunday
918,2017-05-07,7,5,May,2,2017,Sunday
919,2014-04-08,8,4,April,2,2014,Tuesday
920,2014-10-28,28,10,October,4,2014,Tuesday
921,2017-11-25,25,11,November,4,2017,Saturday
922,2017-06-06,6,6,June,2,2017,Tuesday
923,2017-02-17,17,2,February,1,2017,Friday
924,2014-07-27,27,7,July,3,2014,Sunday
925,2015-10-23,23,10,October,4,2015,Friday
926,2015-06-15,15,6,June,2,2015,Monday
927,2017-01-29,29,1,January,1,2017,Sunday
928,2017-05-01,1,5,May,2,2017,Monday
929,2015-01-03,3,1,January,1,2015,Saturday
930,2017-06-05,5,6,June,2,2017,Monday
931,2017-07-18,18,7,July,3,2017,Tuesday
932,2016-06-28,28,6,June,2,2016,Tuesday
933,2015-06-01,1,6,June,2,2015,Monday
934,2015-02-22,22,2,February,1,2015,Sunday
935,2017-12-15,15,12,December,4,2017,Friday
936,2014-11-03,3,11,November,4,2014,Monday
937,2015-03-08,8,3,March,1,2015,Sunday
938,2015-12-22,22,12,December,4,2015,Tuesday
939,2017-08-11,11,8,August,3,2017,Friday
940,2016-12-12,12,12,December,4,2016,Monday
941,2017-11-15,15,11,November,4,2017,Wednesday
942,2017-05-16,16,5,May,2,2017,Tuesday
943,2015-05-02,2,5,May,2,2015,Saturday
944,2017-05-11,11,5,May,2,2017,Thursday
945,2017-07-27,27,7,July,3,2017,Thursday
946,2016-12-30,30,12,December,4,2016,Friday
947,2014-05-19,19,5,May,2,2014,Monday
948,2016-04-16,16,4,April,2,2016,Saturday
949,2015-03-14,14,3,March,1,2015,Saturday
950,2016-07-01,1,7,July,3,2016,Friday
951,2016-06-16,16,6,June,2,2016,Thursday
952,2015-07-08,8,7,July,3,2015,Wednesday
953,2014-05-05,5,5,May,2,2014,Monday
954,2014-11-30,30,11,November,4,2014,Sunday
955,2015-02-18,18,2,February,1,2015,Wednesday
956,2016-09-30,30,9,September,3,2016,Friday
957,2015-01-05,5,1,January,1,2015,Monday
958,2017-07-05,5,7,July,3,2017,Wednesday
959,2016-04-04,4,4,April,2,2016,Monday
960,2014-03-26,26,3,March,1,2014,Wednesday
961,2017-10-28,28,10,October,4,2017,Saturday
962,2015-05-17,17,5,May,2,2015,Sunday
963,2017-08-23,23,8,August,3,2017,Wednesday
964,2014-08-22,22,8,August,3,2014,Friday
965,2016-10-04,4,10,October,4,2016,Tuesday
966,2014-10-26,26,10,October,4,2014,Sunday
967,2015-02-14,14,2,February,1,2015,Saturday
968,2016-01-25,25,1,January,1,2016,Monday
969,2017-05-20,20,5,May,2,2017,Saturday
970,2015-10-25,25,10,October,4,2015,Sunday
971,2014-07-07,7,7,July,3,2014,Monday
972,2017-08-19,19,8,August,3,2017,Saturday
973,2015-11-17,17,11,November,4,2015,Tuesday
974,2016-05-03,3,5,May,2,2016,Tuesday
975,2015-06-19,19,6,June,2,2015,Friday
976,2016-07-04,4,7,July,3,2016,Monday
977,2015-08-07,7,8,August,3,2015,Friday
978,2014-03-24,24,3,March,1,2014,Monday
979,2017-06-18,18,6,June,2,2017,Sunday
980,2017-05-23,23,5,May,2,2017,Tuesday
981,2014-02-20,20,2,February,1,2014,Thursday
982,2014-11-02,2,11,November,4,2014,Sunday
983,2014-10-10,10,10,October,4,2014,Friday
984,2017-03-30,30,3,March,1,2017,Thursday
985,2015-07-12,12,7,July,3,2015,Sunday
986,2014-07-13,13,7,July,3,2014,Sunday
987,2017-09-26,26,9,September,3,2017,Tuesday
988,2014-04-19,19,4,April,2,2014,Saturday
989,2015-06-09,9,6,June,2,2015,Tuesday
990,2015-05-26,26,5,May,2,2015,Tuesday
991,2016-01-24,24,1,January,1,2016,Sunday
992,2015-08-02,2,8,August,3,2015,Sunday
993,2014-05-30,30,5,May,2,2014,Friday
994,2016-04-26,26,4,April,2,2016,Tuesday
995,2016-01-10,10,1,January,1,2016,Sunday
996,2016-07-31,31,7,July,3,2016,Sunday
997,2017-03-27,27,3,March,1,2017,Monday
998,2015-12-17,17,12,December,4,2015,Thursday
999,2015-10-10,10,10,October,4,2015,Saturday
1000,2015-04-24,24,4,April,2,2015,Friday
1001,2015-03-09,9,3,March,1,2015,Monday
1002,2014-07-08,8,7,July,3,2014,Tuesday
1003,2017-07-13,13,7,July,3,2017,Thursday
1004,2015-04-07,7,4,April,2,2015,Tuesday
1005,2015-01-13,13,1,January,1,2015,Tuesday
1006,2014-10-14,14,10,October,4,2014,Tuesday
1007,2016-01-02,2,1,January,1,2016,Saturday
1008,2015-03-15,15,3,March,1,2015,Sunday
1009,2017-01-06,6,1,January,1,2017,Friday
1010,2014-03-07,7,3,March,1,2014,Friday
1011,2014-09-03,3,9,September,3,2014,Wednesday
1012,2016-01-31,31,1,January,1,2016,Sunday
1013,2016-05-24,24,5,May,2,2016,Tuesday
1014,2014-04-30,30,4,April,2,2014,Wednesday
1015,2015-09-08,8,9,September,3,2015,Tuesday
1016,2016-04-03,3,4,April,2,2016,Sunday
1017,2017-04-25,25,4,April,2,2017,Tuesday
1018,2014-04-20,20,4,April,2,2014,Sunday
1019,2017-08-04,4,8,August,3,2017,Friday
1020,2016-11-17,17,11,November,4,2016,Thursday
1021,2015-06-21,21,6,June,2,2015,Sunday
1022,2014-07-30,30,7,July,3,2014,Wednesday
1023,2016-05-27,27,5,May,2,2016,Friday
1024,2015-09-13,13,9,September,3,2015,Sunday
1025,2017-05-05,5,5,May,2,2017,Friday
1026,2014-05-10,10,5,May,2,2014,Saturday
1027,2015-01-12,12,1,January,1,2015,Monday
1028,2014-06-14,14,6,June,2,2014,Saturday
1029,2016-06-21,21,6,June,2,2016,Tuesday
1030,2017-08-22,22,8,August,3,2017,Tuesday
1031,2016-08-02,2,8,August,3,2016,Tuesday
1032,2015-05-21,21,5,May,2,2015,Thursday
1033,2017-01-03,3,1,January,1,2017,Tuesday
1034,2017-09-30,30,9,September,3,2017,Saturday
1035,2017-01-16,16,1,January,1,2017,Monday
1036,2014-12-07,7,12,December,4,2014,Sunday
1037,2016-08-21,21,8,August,3,2016,Sunday
1038,2014-01-06,6,1,January,1,2014,Monday
1039,2015-01-04,4,1,January,1,2015,Sunday
1040,2014-01-18,18,1,January,1,2014,Saturday
1041,2015-10-24,24,10,October,4,2015,Saturday
1042,2016-08-14,14,8,August,3,2016,Sunday
1043,2017-02-18,18,2,February,1,2017,Saturday
1044,2017-08-24,24,8,August,3,2017,Thursday
1045,2016-03-31,31,3,March,1,2016,Thursday
1046,2017-04-28,28,4,April,2,2017,Friday
1047,2014-01-19,19,1,January,1,2014,Sunday
1048,2014-02-14,14,2,February,1,2014,Friday
1049,2017-10-08,8,10,October,4,2017,Sunday
1050,2015-10-08,8,10,October,4,2015,Thursday
1051,2014-02-24,24,2,February,1,2014,Monday
1052,2015-05-30,30,5,May,2,2015,Saturday
1053,2015-03-31,31,3,March,1,2015,Tuesday
1054,2017-05-22,22,5,May,2,2017,Monday
1055,2016-12-19,19,12,December,4,2016,Monday
1056,2017-10-04,4,10,October,4,2017,Wednesday
1057,2016-02-02,2,2,February,1,2016,Tuesday
1058,2016-10-24,24,10,October,4,2016,Monday
1059,2014-02-11,11,2,February,1,2014,Tuesday
1060,2014-12-21,21,12,December,4,2014,Sunday
1061,2015-05-15,15,5,May,2,2015,Friday
1062,2014-05-28,28,5,May,2,2014,Wednesday
1063,2016-07-28,28,7,July,3,2016,Thursday
1064,2014-04-02,2,4,April,2,2014,Wednesday
1065,2014-07-28,28,7,July,3,2014,Monday
1066,2017-03-29,29,3,March,1,2017,Wednesday
1067,2016-02-03,3,2,February,1,2016,Wednesday
1068,2015-08-11,11,8,August,3,2015,Tuesday
1069,2014-11-08,8,11,November,4,2014,Saturday
1070,2015-02-25,25,2,February,1,2015,Wednesday
1071,2016-08-31,31,8,August,3,2016,Wednesday
1072,2014-08-20,20,8,August,3,2014,Wednesday
1073,2016-02-06,6,2,February,1,2016,Saturday
1074,2014-05-02,2,5,May,2,2014,Friday
1075,2015-07-18,18,7,July,3,2015,Saturday
1076,2015-03-27,27,3,March,1,2015,Friday
1077,2014-09-10,10,9,September,3,2014,Wednesday
1078,2015-08-05,5,8,August,3,2015,Wednesday
1079,2015-04-29,29,4,April,2,2015,Wednesday
1080,2014-10-16,16,10,October,4,2014,Thursday
1081,2016-07-19,19,7,July,3,2016,Tuesday
1082,2015-12-30,30,12,December,4,2015,Wednesday
1083,2014-10-05,5,10,October,4,2014,Sunday
1084,2015-04-19,19,4,April,2,2015,Sunday
1085,2016-02-04,4,2,February,1,2016,Thursday
1086,2016-06-15,15,6,June,2,2016,Wednesday
1087,2014-03-02,2,3,March,1,2014,Sunday
1088,2014-02-18,18,2,February,1,2014,Tuesday
1089,2017-09-20,20,9,September,3,2017,Wednesday
1090,2014-10-25,25,10,October,4,2014,Saturday
1091,2015-10-18,18,10,October,4,2015,Sunday
1092,2014-12-22,22,12,December,4,2014,Monday
1093,2016-08-03,3,8,August,3,2016,Wednesday
1094,2014-03-19,19,3,March,1,2014,Wednesday
1095,2014-08-02,2,8,August,3,2014,Saturday
1096,2017-04-04,4,4,April,2,2017,Tuesday
1097,2017-12-13,13,12,December,4,2017,Wednesday
1098,2015-07-27,27,7,July,3,2015,Monday
1099,2016-02-23,23,2,February,1,2016,Tuesday
1100,2016-10-06,6,10,October,4,2016,Thursday
1101,2015-04-22,22,4,April,2,2015,Wednesday
1102,2014-09-16,16,9,September,3,2014,Tuesday
1103,2014-09-11,11,9,September,3,2014,Thursday
1104,2014-06-17,17,6,June,2,2014,Tuesday
1105,2015-10-29,29,10,October,4,2015,Thursday
1106,2015-03-07,7,3,March,1,2015,Saturday
1107,2014-01-30,30,1,January,1,2014,Thursday
1108,2015-02-07,7,2,February,1,2015,Saturday
1109,2017-10-31,31,10,October,4,2017,Tuesday
1110,2017-05-30,30,5,May,2,2017,Tuesday
1111,2015-03-30,30,3,March,1,2015,Monday
1112,2015-08-29,29,8,August,3,2015,Saturday
1113,2014-01-14,14,1,January,1,2014,Tuesday
1114,2015-03-21,21,3,March,1,2015,Saturday
1115,2014-09-15,15,9,September,3,2014,Monday
1116,2015-07-24,24,7,July,3,2015,Friday
1117,2014-02-23,23,2,February,1,2014,Sunday
