sale_id,order_id,customer_id,product_id,location_id,date_id,ship_mode,sales,quantity,discount,profit
1579,CA-2016-102456,DL-12865,OFF-AP-10004336,165,536,First Class,170.88,3,0.0,49.56
1580,CA-2015-131338,NP-18325,TEC-PH-10003012,24,102,First Class,307.98,2,0.0,89.31
1581,CA-2015-131338,NP-18325,FUR-TA-10002607,24,102,First Class,382.81,9,0.4,-153.12
1582,CA-2015-131338,NP-18325,OFF-ST-10000642,24,102,First Class,41.96,2,0.0,2.94
1583,CA-2015-131338,NP-18325,OFF-BI-10000545,24,102,First Class,1217.57,2,0.2,456.59
1584,CA-2015-131338,NP-18325,FUR-FU-10002157,24,102,First Class,47.04,3,0.0,18.35
1585,CA-2015-131338,NP-18325,FUR-FU-10001706,24,102,First Class,6.16,2,0.0,2.96
1586,CA-2015-131338,NP-18325,TEC-PH-10000984,24,102,First Class,979.95,5,0.0,274.39
1587,CA-2015-131338,NP-18325,OFF-PA-10001357,24,102,First Class,143.7,3,0.0,68.98
1588,CA-2015-131338,NP-18325,OFF-FA-10000992,24,102,First Class,10.65,3,0.0,5.01
1589,CA-2015-131338,NP-18325,TEC-AC-10002600,24,102,First Class,247.8,4,0.0,34.69
1590,CA-2016-109911,VG-21805,OFF-AR-10001662,221,537,Standard Class,10.96,4,0.0,2.96
1591,US-2016-132423,MY-18295,OFF-AR-10001221,296,174,Standard Class,33.49,7,0.2,5.86
1592,US-2016-132423,MY-18295,OFF-FA-10002988,296,174,Standard Class,8.04,5,0.2,2.91
1593,CA-2015-122826,RD-19480,TEC-PH-10004830,225,538,Second Class,201.57,4,0.2,22.68
1594,CA-2014-117317,JF-15490,OFF-PA-10004519,4,539,Same Day,13.44,3,0.0,6.59
1595,CA-2015-118423,DP-13390,FUR-BO-10000362,121,540,First Class,359.06,3,0.3,-35.91
1596,CA-2017-149181,MD-17350,FUR-CH-10004540,48,541,Standard Class,47.99,2,0.3,-2.06
1597,CA-2017-132234,MY-17380,FUR-FU-10001290,165,525,First Class,547.3,13,0.0,175.14
1598,CA-2017-158876,AB-10150,OFF-PA-10000308,297,124,Second Class,16.9,4,0.2,5.28
1599,CA-2017-158876,AB-10150,OFF-SU-10001165,297,124,Second Class,6.67,1,0.2,0.5
1600,CA-2017-158876,AB-10150,OFF-AR-10003373,297,124,Second Class,99.14,4,0.2,8.67
1601,CA-2017-158876,AB-10150,FUR-FU-10001967,297,124,Second Class,15.99,2,0.6,-13.99
1602,CA-2016-164672,GB-14530,FUR-FU-10001488,22,542,Second Class,211.96,2,0.0,42.39
1603,US-2016-132857,CA-12775,OFF-AR-10003251,298,26,Standard Class,6.67,3,0.2,1.67
1604,CA-2017-116645,ME-17725,OFF-AR-10001044,286,330,Standard Class,155.94,6,0.0,45.22
1605,US-2016-115819,JO-15280,TEC-PH-10004700,14,476,Second Class,39.96,5,0.2,12.99
1606,US-2016-115819,JO-15280,OFF-AR-10000823,14,476,Second Class,5.46,3,0.0,1.53
1607,US-2016-115819,JO-15280,OFF-AR-10004456,14,476,Second Class,73.2,5,0.0,21.23
1608,US-2016-115819,JO-15280,OFF-BI-10000050,14,476,Second Class,5.84,1,0.2,1.97
1609,US-2016-115819,JO-15280,OFF-PA-10002377,14,476,Second Class,22.72,4,0.0,10.22
1610,US-2016-115819,JO-15280,OFF-BI-10000591,14,476,Second Class,9.34,3,0.2,3.27
1611,CA-2014-156349,ML-17395,FUR-BO-10000362,142,543,Standard Class,290.67,2,0.15,27.36
1612,CA-2014-156349,ML-17395,TEC-PH-10000441,142,543,Standard Class,201.58,2,0.2,20.16
1613,CA-2014-156349,ML-17395,TEC-PH-10002726,142,543,Standard Class,83.98,2,0.2,31.49
1614,CA-2017-138380,YS-21880,OFF-ST-10003306,233,203,Standard Class,1000.02,7,0.0,290.01
1615,US-2016-113509,PL-18925,TEC-AC-10004855,106,544,Standard Class,83.98,3,0.2,-13.65
1616,CA-2015-130022,JK-16120,OFF-LA-10002787,20,545,Standard Class,3.75,1,0.0,1.8
1617,CA-2015-130022,JK-16120,OFF-LA-10002043,20,545,Standard Class,41.4,4,0.0,19.87
1618,CA-2015-130022,JK-16120,OFF-AR-10001915,20,545,Standard Class,29.79,3,0.0,12.51
1619,US-2016-118780,PN-18775,OFF-ST-10000352,165,546,Second Class,59.48,2,0.0,8.92
1620,US-2016-118780,PN-18775,OFF-PA-10000575,165,546,Second Class,6.69,1,0.0,3.08
1621,CA-2017-108560,JC-15385,FUR-FU-10002937,299,142,Standard Class,198.46,2,0.0,99.23
1622,CA-2017-108560,JC-15385,OFF-LA-10003930,299,142,Standard Class,786.48,8,0.0,385.38
1623,CA-2017-108560,JC-15385,OFF-BI-10001107,299,142,Standard Class,23.17,2,0.2,7.82
1624,CA-2017-108560,JC-15385,TEC-AC-10003063,299,142,Standard Class,50.0,2,0.0,10.5
1625,CA-2015-157084,JG-15160,TEC-PH-10002922,14,547,Standard Class,675.96,5,0.2,84.5
1626,CA-2015-157084,JG-15160,TEC-AC-10002049,14,547,Standard Class,1265.85,3,0.0,556.97
1627,CA-2015-164539,PO-19180,OFF-AP-10002457,165,548,Standard Class,523.25,5,0.0,141.28
1628,CA-2015-143119,MC-17275,FUR-CH-10001270,300,497,Standard Class,517.5,6,0.0,155.25
1629,CA-2017-101049,AS-10240,FUR-FU-10004415,178,549,Second Class,17.92,5,0.2,2.46
1630,CA-2017-101049,AS-10240,OFF-BI-10001510,178,549,Second Class,41.26,6,0.7,-34.38
1631,CA-2016-106530,CL-12565,OFF-ST-10002011,178,542,Same Day,1006.06,3,0.2,88.03
1632,CA-2016-106530,CL-12565,OFF-PA-10002986,178,542,Same Day,10.69,2,0.2,3.74
1633,CA-2016-106530,CL-12565,OFF-PA-10004451,178,542,Same Day,10.37,2,0.2,3.63
1634,CA-2016-106530,CL-12565,OFF-ST-10000649,178,542,Same Day,25.12,2,0.2,1.57
1635,CA-2016-106530,CL-12565,TEC-AC-10001465,178,542,Same Day,58.11,2,0.2,7.26
1636,CA-2014-168984,NW-18400,OFF-PA-10001166,301,36,Standard Class,15.55,3,0.2,5.44
1637,CA-2014-168984,NW-18400,OFF-ST-10001097,301,36,Standard Class,669.08,5,0.2,-167.27
1638,CA-2014-168984,NW-18400,TEC-PH-10000038,301,36,Standard Class,438.34,4,0.2,-87.67
1639,CA-2016-157266,TB-21280,OFF-PA-10002689,226,440,Standard Class,19.44,3,0.0,9.33
1640,CA-2016-157266,TB-21280,OFF-BI-10004728,226,440,Standard Class,9.64,2,0.0,4.43
1641,CA-2016-157266,TB-21280,OFF-PA-10004675,226,440,Standard Class,12.7,2,0.0,5.84
1642,CA-2016-157266,TB-21280,FUR-FU-10000629,226,440,Standard Class,41.37,3,0.0,17.38
1643,US-2014-134712,BS-11380,OFF-FA-10003112,302,504,Standard Class,12.62,2,0.2,3.94
1644,CA-2015-111829,FH-14365,OFF-ST-10000142,61,532,First Class,1247.64,3,0.0,349.34
1645,CA-2015-111829,FH-14365,TEC-CO-10001766,61,532,First Class,3149.93,7,0.0,1480.47
1646,CA-2015-111829,FH-14365,OFF-PA-10004359,61,532,First Class,209.7,2,0.0,100.66
1647,CA-2015-105221,VM-21685,TEC-AC-10002323,12,550,First Class,35.36,2,0.2,-3.09
1648,CA-2015-105221,VM-21685,OFF-FA-10001135,12,550,First Class,3.17,2,0.2,-0.71
1649,CA-2015-120341,SF-20200,OFF-BI-10004224,106,121,Second Class,121.1,6,0.7,-100.92
1650,CA-2015-120341,SF-20200,TEC-PH-10003357,106,121,Second Class,45.89,1,0.4,-9.18
1651,CA-2014-135699,HH-15010,OFF-PA-10004475,95,551,Same Day,109.92,2,0.0,53.86
1652,CA-2014-135699,HH-15010,OFF-PA-10003001,95,551,Same Day,13.36,2,0.0,6.41
1653,US-2017-132444,CD-12280,OFF-ST-10003442,60,552,First Class,169.68,6,0.0,45.81
1654,US-2017-132444,CD-12280,TEC-AC-10003832,60,552,First Class,132.52,4,0.0,54.33
1655,US-2017-132444,CD-12280,OFF-FA-10000611,60,552,First Class,2.96,2,0.0,1.42
1656,US-2017-132444,CD-12280,OFF-BI-10001116,60,552,First Class,8.45,2,0.2,2.96
1657,US-2017-132444,CD-12280,OFF-ST-10000563,60,552,First Class,95.94,3,0.0,9.59
1658,CA-2014-127159,HL-15040,FUR-FU-10000010,202,553,First Class,34.79,7,0.0,10.78
1659,CA-2017-161809,TH-21100,TEC-PH-10004922,63,177,Standard Class,160.78,3,0.2,10.05
1660,CA-2017-127285,MM-18055,OFF-BI-10004330,61,506,Standard Class,88.75,3,0.2,27.74
1661,CA-2017-127285,MM-18055,OFF-BI-10002072,61,506,Standard Class,13.9,2,0.2,5.21
1662,CA-2017-144526,QJ-19255,TEC-PH-10002549,106,505,Standard Class,677.58,5,0.4,-158.1
1663,CA-2017-144526,QJ-19255,OFF-BI-10002353,106,505,Standard Class,13.9,3,0.7,-9.26
1664,CA-2016-128531,NS-18505,OFF-ST-10001325,163,391,Second Class,41.92,5,0.2,3.67
1665,CA-2016-128531,NS-18505,TEC-AC-10002049,163,391,Second Class,297.58,3,0.2,-7.44
1666,CA-2016-128531,NS-18505,OFF-FA-10002676,163,391,Second Class,4.34,3,0.2,0.87
1667,CA-2016-128531,NS-18505,TEC-AC-10003023,163,391,Second Class,94.99,2,0.2,-2.37
1668,CA-2016-128531,NS-18505,OFF-PA-10000167,163,391,Second Class,74.35,3,0.2,23.24
1669,CA-2016-128531,NS-18505,OFF-AR-10003405,163,391,Second Class,14.04,3,0.2,1.58
1670,US-2015-157154,MM-17920,FUR-TA-10001889,165,554,Standard Class,1018.1,4,0.4,-373.3
1671,CA-2017-159457,RD-19480,TEC-PH-10002185,15,16,Standard Class,16.68,3,0.2,5.21
1672,CA-2016-107615,RB-19645,TEC-AC-10001013,284,555,First Class,58.58,2,0.0,19.33
1673,CA-2017-111647,RD-19585,TEC-PH-10002726,303,446,Standard Class,167.97,4,0.2,62.99
1674,CA-2015-150560,SW-20455,OFF-LA-10003930,304,556,First Class,196.62,2,0.0,96.34
1675,CA-2015-143077,SF-20965,FUR-FU-10003535,17,15,Standard Class,21.94,2,0.6,-10.42
1676,CA-2015-143077,SF-20965,OFF-BI-10000088,17,15,Standard Class,6.59,3,0.8,-10.21
1677,CA-2016-122728,EB-13930,OFF-ST-10000604,95,557,Standard Class,104.28,3,0.0,26.07
1678,CA-2016-122728,EB-13930,OFF-PA-10004040,95,557,Standard Class,17.94,3,0.0,8.79
1679,CA-2014-122882,SB-20290,OFF-ST-10002344,64,558,Standard Class,64.78,1,0.2,-14.58
1680,CA-2014-122882,SB-20290,TEC-PH-10003589,64,558,Standard Class,32.38,3,0.4,4.32
1681,CA-2014-122882,SB-20290,FUR-FU-10000758,64,558,Standard Class,42.37,2,0.2,8.47
1682,CA-2014-122882,SB-20290,TEC-MA-10004679,64,558,Standard Class,399.54,4,0.7,-559.36
1683,US-2016-101497,PS-18760,OFF-PA-10000176,142,322,Second Class,18.97,1,0.0,9.11
1684,CA-2016-147585,CB-12535,FUR-FU-10002597,95,78,Standard Class,14.82,3,0.0,6.22
1685,CA-2017-149489,DK-12835,OFF-AP-10002495,106,559,First Class,99.28,2,0.2,12.41
1686,CA-2017-149489,DK-12835,OFF-BI-10002813,106,559,First Class,1.19,2,0.7,-0.99
1687,CA-2017-149489,DK-12835,OFF-BI-10002414,106,559,First Class,7.52,2,0.7,-5.76
1688,CA-2017-143798,AW-10840,OFF-PA-10000788,12,390,First Class,10.37,2,0.2,3.63
1689,CA-2017-143798,AW-10840,FUR-FU-10004306,12,390,First Class,310.88,2,0.2,23.32
1690,CA-2014-142839,TS-21610,FUR-TA-10001539,106,560,Standard Class,853.09,6,0.4,-227.49
1691,CA-2017-129833,HF-14995,OFF-PA-10000575,305,35,Standard Class,33.45,5,0.0,15.39
1692,CA-2017-129833,HF-14995,OFF-BI-10004182,305,35,Standard Class,10.4,5,0.0,5.1
1693,US-2016-154361,HZ-14950,FUR-FU-10004020,48,561,Standard Class,21.88,5,0.2,6.29
1694,US-2016-158708,AB-10255,TEC-AC-10003133,303,191,Second Class,13.62,2,0.2,3.57
1695,CA-2015-156335,PO-19195,TEC-AC-10002006,306,13,Second Class,63.96,4,0.0,19.83
1696,CA-2015-156335,PO-19195,OFF-BI-10003314,306,13,Second Class,14.46,3,0.0,7.09
1697,CA-2015-156335,PO-19195,TEC-PH-10002726,306,13,Second Class,104.98,2,0.0,52.49
1698,CA-2015-148376,AG-10900,OFF-AP-10000240,142,18,Standard Class,106.96,2,0.0,31.02
1699,CA-2015-148376,AG-10900,OFF-LA-10002381,142,18,Standard Class,21.56,7,0.0,10.35
1700,CA-2014-135657,SC-20725,FUR-TA-10004086,61,562,Second Class,515.88,6,0.0,113.49
1701,CA-2015-114069,ND-18370,OFF-BI-10000320,46,563,Second Class,11.81,2,0.2,4.28
1702,CA-2015-114069,ND-18370,FUR-CH-10000595,46,563,Second Class,1931.04,9,0.1,321.84
1703,CA-2015-114069,ND-18370,OFF-PA-10000349,46,563,Second Class,9.96,2,0.0,4.68
1704,CA-2014-139857,CD-12790,OFF-FA-10001843,89,564,Standard Class,12.35,5,0.0,5.8
1705,CA-2016-106306,PG-18820,OFF-BI-10003676,277,388,Same Day,9.7,3,0.7,-7.11
1706,CA-2015-100545,IM-15070,OFF-BI-10003638,75,7,Standard Class,11.61,2,0.7,-9.29
1707,CA-2017-123491,JK-15205,OFF-LA-10003077,35,506,Standard Class,43.86,6,0.0,20.61
1708,CA-2017-123491,JK-15205,TEC-PH-10003505,35,506,Standard Class,148.48,2,0.2,16.7
1709,CA-2017-123491,JK-15205,OFF-PA-10003424,35,506,Standard Class,7.42,2,0.0,3.71
1710,CA-2017-123491,JK-15205,FUR-CH-10003061,35,506,Standard Class,71.99,1,0.2,-0.9
1711,CA-2017-123491,JK-15205,OFF-AR-10003514,35,506,Standard Class,19.9,5,0.0,6.57
1712,CA-2017-123491,JK-15205,OFF-AP-10002684,35,506,Standard Class,1702.12,14,0.0,510.64
1713,CA-2015-145401,JP-15520,OFF-PA-10004405,33,565,Standard Class,14.3,6,0.2,5.01
1714,US-2017-124968,MM-18055,FUR-TA-10004289,27,566,Second Class,765.62,7,0.5,-566.56
1715,CA-2017-104003,DC-13285,FUR-BO-10003965,95,567,Standard Class,307.67,2,0.15,-14.48
1716,CA-2016-154788,JL-15835,OFF-BI-10003314,165,568,Standard Class,7.71,2,0.2,2.8
1717,CA-2016-169943,BN-11515,OFF-AP-10001563,165,289,Standard Class,242.9,5,0.0,70.44
1718,CA-2016-169943,BN-11515,OFF-ST-10004123,165,289,Standard Class,454.9,5,0.0,0.0
1719,CA-2016-169943,BN-11515,FUR-FU-10002088,165,289,Standard Class,35.92,4,0.0,15.09
1720,CA-2016-169943,BN-11515,FUR-FU-10000010,165,289,Standard Class,39.76,8,0.0,12.33
1721,CA-2016-169943,BN-11515,OFF-BI-10002824,165,289,Standard Class,47.74,4,0.2,14.92
1722,US-2015-123218,KD-16345,TEC-PH-10001061,37,140,Standard Class,159.98,2,0.2,12.0
1723,US-2015-123218,KD-16345,TEC-AC-10000736,37,140,Standard Class,255.97,4,0.2,51.19
1724,US-2015-123218,KD-16345,FUR-BO-10003966,37,140,Standard Class,359.06,3,0.3,-71.81
1725,CA-2015-127453,JK-15370,OFF-AP-10000828,106,547,First Class,434.35,3,0.2,43.44
1726,CA-2015-127453,JK-15370,OFF-AP-10002906,106,547,First Class,3.55,2,0.2,0.44
1727,CA-2015-127453,JK-15370,OFF-AP-10003860,106,547,First Class,88.83,4,0.2,7.77
1728,US-2017-164056,FM-14215,FUR-TA-10001307,83,569,Second Class,1048.35,5,0.4,-69.89
1729,CA-2016-106894,CA-12265,TEC-AC-10003063,29,570,Same Day,100.0,4,0.0,21.0
1730,CA-2016-106894,CA-12265,OFF-LA-10001045,29,570,Same Day,7.83,3,0.0,3.6
1731,CA-2014-125136,KD-16495,OFF-PA-10001457,307,451,Standard Class,96.26,8,0.2,31.28
1732,CA-2014-125136,KD-16495,OFF-PA-10001804,307,451,Standard Class,10.69,2,0.2,3.74
1733,US-2016-131149,LH-17155,OFF-ST-10000689,177,213,Standard Class,338.04,3,0.2,-33.8
1734,US-2016-131149,LH-17155,OFF-AR-10002135,177,213,Standard Class,154.24,4,0.2,17.35
1735,CA-2017-101483,AG-10675,OFF-AP-10002082,223,571,Second Class,34.85,2,0.2,6.53
1736,CA-2017-101483,AG-10675,TEC-PH-10003442,223,571,Second Class,22.0,5,0.2,1.38
1737,CA-2017-101483,AG-10675,OFF-AR-10002833,223,571,Second Class,4.37,3,0.2,0.38
1738,CA-2015-130204,DB-13120,OFF-ST-10001325,35,38,Standard Class,31.44,3,0.0,8.49
1739,CA-2015-130204,DB-13120,TEC-AC-10003038,35,38,Standard Class,17.9,2,0.0,3.4
1740,CA-2015-130204,DB-13120,TEC-AC-10003590,35,38,Standard Class,129.45,5,0.0,46.6
1741,CA-2014-110527,ED-13885,OFF-LA-10000262,89,129,Standard Class,20.88,8,0.0,9.6
1742,CA-2017-152807,MC-18100,OFF-PA-10004355,12,506,Standard Class,20.74,4,0.2,7.26
1743,CA-2017-152807,MC-18100,FUR-FU-10004415,12,506,Standard Class,7.17,2,0.2,0.99
1744,CA-2017-152807,MC-18100,OFF-ST-10002486,12,506,Standard Class,11.17,2,0.2,-2.51
1745,CA-2017-152807,MC-18100,TEC-AC-10001142,12,506,Standard Class,442.4,7,0.2,-55.3
1746,CA-2014-133270,BM-11785,OFF-AR-10002656,145,572,First Class,13.36,2,0.0,4.94
1747,CA-2016-155670,EM-14065,OFF-BI-10000138,223,573,Second Class,11.23,8,0.7,-8.24
1748,CA-2016-155670,EM-14065,OFF-PA-10004947,223,573,Second Class,10.27,3,0.2,3.21
1749,US-2014-157406,DA-13450,OFF-PA-10003543,15,574,Standard Class,10.37,2,0.2,3.63
1750,US-2014-157406,DA-13450,OFF-AR-10002221,15,574,Standard Class,6.24,3,0.2,0.55
1751,CA-2015-139094,MO-17800,FUR-TA-10004607,66,7,Standard Class,206.96,2,0.3,-32.52
1752,CA-2017-168837,JW-15955,FUR-FU-10001918,233,337,First Class,9.46,2,0.0,3.69
1753,CA-2017-116715,VW-21775,OFF-ST-10004340,35,575,First Class,559.62,9,0.0,151.1
1754,CA-2017-116715,VW-21775,OFF-PA-10004475,35,575,First Class,109.92,2,0.0,53.86
1755,CA-2017-116715,VW-21775,OFF-PA-10003893,35,575,First Class,8.56,2,0.0,3.85
1756,CA-2015-135622,TT-21460,OFF-PA-10000100,7,576,Second Class,360.71,11,0.2,130.76
1757,CA-2015-135622,TT-21460,TEC-PH-10001817,7,576,Second Class,1718.4,6,0.2,150.36
1758,US-2015-107349,SL-20155,OFF-BI-10001765,15,563,First Class,41.57,6,0.8,-66.51
1759,CA-2014-139017,RM-19375,TEC-AC-10001013,15,219,Standard Class,46.86,2,0.2,7.62
1760,CA-2014-141817,MB-18085,OFF-AR-10003478,106,577,Standard Class,19.54,3,0.2,4.88
1761,CA-2015-130785,AG-10900,FUR-BO-10000330,189,578,Standard Class,411.33,4,0.15,-4.84
1762,CA-2015-130785,AG-10900,OFF-BI-10001900,189,578,Standard Class,28.75,6,0.2,9.7
1763,CA-2015-130785,AG-10900,FUR-BO-10003159,189,578,Standard Class,293.2,3,0.15,-20.7
1764,CA-2016-110254,ML-17755,OFF-SU-10002573,304,579,Standard Class,35.06,2,0.0,10.52
1765,CA-2016-110254,ML-17755,OFF-LA-10004484,304,579,Standard Class,4.13,1,0.0,1.9
1766,CA-2016-110254,ML-17755,FUR-FU-10001591,304,579,Standard Class,109.8,9,0.0,46.12
1767,CA-2016-110254,ML-17755,OFF-LA-10002034,304,579,Standard Class,9.82,2,0.0,4.81
1768,US-2014-158057,CC-12685,OFF-BI-10004410,308,580,Standard Class,7.64,4,0.7,-5.86
1769,US-2014-158057,CC-12685,OFF-BI-10002735,308,580,Standard Class,51.46,5,0.7,-39.46
1770,CA-2017-146024,SC-20770,OFF-SU-10001935,177,581,Standard Class,6.98,4,0.2,-1.4
1771,CA-2017-146024,SC-20770,OFF-BI-10003291,177,581,Standard Class,12.22,7,0.8,-20.17
1772,CA-2016-129686,GG-14650,OFF-ST-10004337,37,582,Second Class,97.98,2,0.2,-24.5
1773,CA-2016-129686,GG-14650,TEC-AC-10001266,37,582,Second Class,62.4,6,0.2,19.5
1774,CA-2014-118976,MY-18295,OFF-BI-10001628,309,583,Standard Class,20.86,2,0.0,9.39
1775,CA-2014-118976,MY-18295,OFF-ST-10000877,309,583,Standard Class,497.61,9,0.0,129.38
1776,CA-2014-118976,MY-18295,OFF-AR-10004752,309,583,Standard Class,5.34,2,0.0,1.5
1777,CA-2014-118976,MY-18295,OFF-LA-10000452,309,583,Standard Class,3.15,1,0.0,1.51
1778,CA-2015-105347,DP-13000,OFF-PA-10000675,26,28,Standard Class,368.91,9,0.0,180.77
1779,CA-2015-105347,DP-13000,OFF-AR-10003045,26,28,Standard Class,14.7,5,0.0,6.62
1780,CA-2016-124667,BD-11770,TEC-AC-10003447,165,584,Standard Class,59.97,3,0.0,14.99
1781,CA-2016-124667,BD-11770,OFF-ST-10002276,165,584,Standard Class,83.36,1,0.0,20.84
1782,CA-2015-111094,CB-12535,OFF-PA-10001609,118,585,Standard Class,6.58,2,0.0,3.03
1783,CA-2015-111094,CB-12535,OFF-BI-10001597,118,585,Standard Class,122.94,3,0.0,59.01
1784,CA-2017-166317,JE-15610,OFF-PA-10004475,202,586,Standard Class,219.84,4,0.0,107.72
1785,CA-2017-166317,JE-15610,TEC-AC-10004510,202,586,Standard Class,98.16,6,0.0,9.82
1786,CA-2017-166317,JE-15610,OFF-BI-10002976,202,586,Standard Class,33.04,8,0.0,15.53
1787,CA-2017-166317,JE-15610,TEC-PH-10001615,202,586,Standard Class,86.97,3,0.0,25.22
1788,CA-2015-154326,RP-19855,TEC-PH-10001819,310,587,Standard Class,134.97,3,0.0,64.79
1789,CA-2015-154326,RP-19855,TEC-PH-10000560,310,587,Standard Class,699.98,2,0.0,195.99
1790,CA-2015-154326,RP-19855,TEC-AC-10004568,310,587,Standard Class,139.95,5,0.0,26.59
1791,CA-2014-102008,RA-19915,OFF-PA-10004092,165,588,Standard Class,48.94,1,0.0,24.47
1792,CA-2014-120474,RP-19390,FUR-CH-10001854,8,589,First Class,2807.84,8,0.0,673.88
1793,CA-2014-120474,RP-19390,OFF-AR-10000475,8,589,First Class,46.64,4,0.0,12.59
1794,CA-2014-104773,TB-21175,OFF-ST-10000777,17,590,Standard Class,60.42,2,0.2,6.04
1795,CA-2016-140774,BE-11455,OFF-AR-10004022,311,65,Standard Class,107.94,3,0.0,26.98
1796,US-2017-139465,MR-17545,OFF-ST-10002352,24,152,First Class,63.84,8,0.0,16.6
1797,US-2017-139465,MR-17545,TEC-PH-10000455,24,152,First Class,347.97,3,0.0,100.91
1798,US-2017-139465,MR-17545,OFF-BI-10003910,24,152,First Class,37.01,6,0.2,11.56
1799,CA-2016-100965,RM-19375,FUR-FU-10003039,59,275,Standard Class,215.65,5,0.0,73.32
1800,CA-2016-121034,JF-15565,OFF-FA-10000585,177,591,Second Class,11.17,4,0.2,3.63
1801,CA-2016-121034,JF-15565,OFF-PA-10001994,177,591,Second Class,53.95,3,0.2,17.53
1802,CA-2016-149461,AS-10135,FUR-FU-10004270,312,374,Standard Class,4.18,1,0.0,1.5
1803,CA-2017-158379,JA-15970,OFF-BI-10002498,64,586,Second Class,5.61,1,0.7,-4.3
1804,CA-2017-158379,JA-15970,OFF-SU-10002881,64,586,Second Class,4663.74,7,0.2,-1049.34
1805,CA-2017-158379,JA-15970,TEC-AC-10002926,64,586,Second Class,79.98,2,0.2,23.0
1806,US-2016-116729,GK-14620,TEC-PH-10002200,14,592,First Class,2575.94,7,0.2,257.59
1807,US-2016-116729,GK-14620,OFF-PA-10002005,14,592,First Class,45.36,7,0.0,21.77
1808,US-2016-116729,GK-14620,TEC-AC-10001465,14,592,First Class,254.24,7,0.0,76.27
1809,CA-2016-164938,PB-19210,TEC-PH-10004897,313,593,First Class,69.93,7,0.0,0.7
1810,CA-2016-165484,HK-14890,FUR-FU-10001196,27,249,Standard Class,16.16,7,0.6,-12.12
1811,CA-2016-165484,HK-14890,OFF-PA-10000595,27,249,Standard Class,54.82,3,0.2,17.82
1812,CA-2014-132612,FO-14305,FUR-TA-10004534,246,4,Second Class,1441.3,7,0.0,245.02
1813,US-2017-161193,BT-11680,FUR-FU-10001861,56,226,Standard Class,77.6,5,0.2,28.13
1814,US-2017-161193,BT-11680,FUR-FU-10000206,56,226,Standard Class,4.66,2,0.2,1.57
1815,CA-2015-131597,SP-20620,FUR-TA-10002607,63,472,Standard Class,170.14,3,0.2,-8.51
1816,CA-2015-164833,LL-16840,OFF-LA-10000443,60,594,Same Day,7.38,2,0.0,3.47
1817,CA-2015-164833,LL-16840,OFF-AR-10004685,60,594,Same Day,9.26,2,0.0,3.06
1818,CA-2015-125423,MC-17575,OFF-LA-10001771,2,351,Second Class,9.96,2,0.0,4.58
1819,US-2014-130379,JL-15235,OFF-AP-10001394,37,595,Standard Class,75.6,2,0.8,-166.32
1820,US-2014-130379,JL-15235,FUR-FU-10002553,37,595,Standard Class,29.32,2,0.6,-24.19
1821,CA-2016-168956,EA-14035,OFF-AP-10004233,37,596,Standard Class,92.06,6,0.8,-225.56
1822,CA-2016-168956,EA-14035,OFF-FA-10000304,37,596,Standard Class,6.98,4,0.2,1.83
1823,CA-2016-168956,EA-14035,FUR-CH-10004754,37,596,Standard Class,62.96,3,0.3,-2.7
1824,CA-2016-168956,EA-14035,OFF-PA-10000809,37,596,Standard Class,5.18,1,0.2,1.81
1825,CA-2016-167507,SA-20830,OFF-BI-10003694,314,597,Standard Class,31.32,10,0.7,-25.06
1826,CA-2016-167507,SA-20830,FUR-FU-10001935,314,597,Standard Class,11.84,4,0.2,3.11
1827,CA-2016-167507,SA-20830,FUR-FU-10002878,314,597,Standard Class,22.78,1,0.2,4.84
1828,CA-2016-109344,CH-12070,TEC-PH-10002624,315,598,Second Class,1127.98,3,0.2,126.9
1829,US-2015-140851,ND-18460,OFF-PA-10000019,258,563,Second Class,38.88,6,0.0,18.66
1830,CA-2014-103373,BS-11755,TEC-PH-10002885,178,599,Standard Class,779.8,2,0.4,-168.96
1831,CA-2017-145884,SL-20155,TEC-PH-10000895,316,209,Same Day,1439.92,8,0.0,374.38
1832,CA-2017-145884,SL-20155,FUR-TA-10002356,316,209,Same Day,262.11,1,0.0,62.91
1833,CA-2015-131422,GB-14530,FUR-CH-10001270,234,600,Standard Class,207.0,3,0.2,25.88
1834,CA-2017-162691,AS-10045,TEC-MA-10000488,111,379,Standard Class,1439.98,3,0.4,-264.0
1835,CA-2017-162691,AS-10045,OFF-PA-10003729,111,379,Standard Class,36.29,7,0.2,12.7
1836,CA-2014-141278,RM-19375,OFF-AR-10003056,317,262,First Class,21.4,5,0.0,6.21
1837,CA-2017-122693,NH-18610,OFF-AP-10002518,237,601,Second Class,1245.86,7,0.0,361.3
1838,CA-2014-117345,BF-10975,OFF-LA-10000240,44,602,Standard Class,17.54,3,0.2,5.92
1839,CA-2014-117345,BF-10975,FUR-FU-10000629,44,602,Standard Class,44.13,4,0.2,12.14
1840,CA-2014-117345,BF-10975,OFF-AP-10001005,44,602,Standard Class,62.92,1,0.2,10.22
1841,CA-2014-117345,BF-10975,OFF-PA-10002377,44,602,Standard Class,78.3,2,0.2,29.36
1842,CA-2016-157763,KH-16330,FUR-CH-10000988,318,428,Standard Class,140.81,1,0.0,39.43
1843,CA-2015-135391,FA-14230,OFF-LA-10001074,66,98,Second Class,40.1,4,0.2,13.53
